Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.LINE_0_1"         ,   1,     53943.6,      9398.6,     12396.7,      2159.9,         0.0,         0.0
"Line.LINE_0_1"         ,   2,    -53942.9,     -9397.9
"Line.LINE_1_2"         ,   1,     48275.6,      8939.6,      6808.4,      1260.8,         0.0,         0.0
"Line.LINE_1_2"         ,   2,    -48275.1,     -8939.0
"Line.LINE_2_3"         ,   1,      4048.1,       327.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_2_3"         ,   2,     -4048.1,      -327.4
"Line.LINE_4_5"         ,   1,      8058.5,       672.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_4_5"         ,   2,     -8058.1,      -672.4
"Line.LINE_4_6"         ,   1,      8058.5,       672.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_4_6"         ,   2,     -8058.1,      -672.4
"Line.LINE_4_7"         ,   1,     27445.6,      2361.9,     14816.0,      1275.0,      8501.2,       731.6
"Line.LINE_4_7"         ,   2,    -27440.3,     -2356.6
"Line.LINE_7_10"        ,   1,     27440.3,      2356.6,     14813.1,      1272.2,      8499.5,       730.0
"Line.LINE_7_10"        ,   2,    -27435.1,     -2351.3
"Line.LINE_10_11"       ,   1,        60.4,         5.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_10_11"       ,   2,       -60.4,        -5.0
"Line.LINE_10_12"       ,   1,     27374.7,      2346.3,     14749.9,      1264.2,      8437.5,       723.2
"Line.LINE_10_12"       ,   2,    -27369.4,     -2341.1
"Line.LINE_12_13"       ,   1,       352.1,        29.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_12_13"       ,   2,      -352.1,       -29.4
"Line.LINE_12_14"       ,   1,     27017.3,      2311.7,     14395.0,      1231.7,      8083.8,       691.7
"Line.LINE_12_14"       ,   2,    -27012.2,     -2306.6
"Line.LINE_14_15"       ,   1,       708.0,        59.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_14_15"       ,   2,      -708.0,       -59.1
"Line.LINE_14_16"       ,   1,      3288.2,       274.5,         0.0,         0.0,         0.0,         0.0
"Line.LINE_14_16"       ,   2,     -3288.1,      -274.5
"Line.LINE_14_41"       ,   1,     23016.0,      1972.9,     10396.5,       891.2,      4086.7,       350.3
"Line.LINE_14_41"       ,   2,    -23012.3,     -1969.2
"Line.LINE_16_17"       ,   1,       573.2,        47.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_16_17"       ,   2,      -573.2,       -47.8
"Line.LINE_16_18"       ,   1,      2714.9,       226.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_16_18"       ,   2,     -2714.9,      -226.6
"Line.LINE_18_19"       ,   1,       543.0,        45.3,         0.0,         0.0,         0.0,         0.0
"Line.LINE_18_19"       ,   2,      -543.0,       -45.3
"Line.LINE_18_20"       ,   1,      2171.9,       181.3,         0.0,         0.0,         0.0,         0.0
"Line.LINE_18_20"       ,   2,     -2171.8,      -181.2
"Line.LINE_20_21"       ,   1,       402.2,        33.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_20_21"       ,   2,      -402.2,       -33.6
"Line.LINE_20_22"       ,   1,      1769.6,       147.7,         0.0,         0.0,         0.0,         0.0
"Line.LINE_20_22"       ,   2,     -1769.6,      -147.7
"Line.LINE_22_23"       ,   1,      1196.5,        99.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_22_23"       ,   2,     -1196.5,       -99.8
"Line.LINE_22_24"       ,   1,       573.1,        47.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_22_24"       ,   2,      -573.1,       -47.8
"Line.LINE_24_25"       ,   1,       573.1,        47.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_24_25"       ,   2,      -573.1,       -47.8
"Line.LINE_24_26"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_24_26"       ,   2,         0.0,         0.0
"Line.LINE_26_27"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_26_27"       ,   2,         0.0,         0.0
"Line.LINE_26_28"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_26_28"       ,   2,         0.0,         0.0
"Line.LINE_28_29"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_28_29"       ,   2,         0.0,         0.0
"Line.LINE_28_30"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_28_30"       ,   2,         0.0,         0.0
"Line.LINE_30_31"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_30_31"       ,   2,         0.0,         0.0
"Line.LINE_30_32"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_30_32"       ,   2,         0.0,         0.0
"Line.LINE_32_33"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_32_33"       ,   2,         0.0,         0.0
"Line.LINE_32_35"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_32_35"       ,   2,         0.0,         0.0
"Line.LINE_33_34"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_33_34"       ,   2,         0.0,         0.0
"Line.LINE_35_36"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_35_36"       ,   2,         0.0,         0.0
"Line.LINE_35_37"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_35_37"       ,   2,         0.0,         0.0
"Line.LINE_37_38"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_37_38"       ,   2,         0.0,         0.0
"Line.LINE_37_39"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_37_39"       ,   2,         0.0,         0.0
"Line.LINE_37_40"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_37_40"       ,   2,         0.0,         0.0
"Line.LINE_41_42"       ,   1,      1397.3,       116.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_41_42"       ,   2,     -1397.3,      -116.6
"Line.LINE_41_43"       ,   1,     21615.0,      1852.6,      8997.6,       771.2,      2688.9,       230.5
"Line.LINE_41_43"       ,   2,    -21611.7,     -1849.4
"Line.LINE_43_44"       ,   1,       381.9,        31.9,         0.0,         0.0,         0.0,         0.0
"Line.LINE_43_44"       ,   2,      -381.9,       -31.9
"Line.LINE_43_45"       ,   1,     21008.8,      1799.0,      8393.4,       718.8,      2085.7,       178.6
"Line.LINE_43_45"       ,   2,    -21005.7,     -1795.9
"Line.LINE_45_46"       ,   1,       221.1,        18.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_45_46"       ,   2,      -221.1,       -18.4
"Line.LINE_45_47"       ,   1,     21005.7,      1795.9,      8392.1,       717.5,      2085.4,       178.3
"Line.LINE_45_47"       ,   2,    -21002.6,     -1792.9
"Line.LINE_47_48"       ,   1,       269.1,        22.5,         0.0,         0.0,         0.0,         0.0
"Line.LINE_47_48"       ,   2,      -269.1,       -22.5
"Line.LINE_47_49"       ,   1,      1456.1,       121.5,         0.0,         0.0,         0.0,         0.0
"Line.LINE_47_49"       ,   2,     -1456.1,      -121.5
"Line.LINE_47_52"       ,   1,     19277.3,      1648.9,      6665.8,       570.2,       360.1,        30.8
"Line.LINE_47_52"       ,   2,    -19274.7,     -1646.3
"Line.LINE_49_50"       ,   1,       592.5,        49.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_49_50"       ,   2,      -592.5,       -49.4
"Line.LINE_49_51"       ,   1,       863.6,        72.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_49_51"       ,   2,      -863.6,       -72.1
"Line.LINE_52_53"       ,   1,      1385.4,       115.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_52_53"       ,   2,     -1385.4,      -115.6
"Line.LINE_52_54"       ,   1,     17889.3,      1530.7,      5279.7,       451.7,         0.0,         0.0
"Line.LINE_52_54"       ,   2,    -17887.0,     -1528.4
"Line.LINE_54_55"       ,   1,      3326.0,       277.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_54_55"       ,   2,     -3325.9,      -277.5
"Line.LINE_54_58"       ,   1,     14561.0,      1250.9,      1953.5,       167.8,         0.0,         0.0
"Line.LINE_54_58"       ,   2,    -14559.5,     -1249.4
"Line.LINE_55_56"       ,   1,       381.4,        31.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_55_56"       ,   2,      -381.4,       -31.8
"Line.LINE_55_57"       ,   1,      1037.7,        86.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_55_57"       ,   2,     -1037.7,       -86.6
"Line.LINE_58_59"       ,   1,      3814.8,       318.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_58_59"       ,   2,     -3814.7,      -318.3
"Line.LINE_58_65"       ,   1,     10744.7,       930.9,      2582.2,       223.7,         0.0,         0.0
"Line.LINE_58_65"       ,   2,    -10743.9,      -930.1
"Line.LINE_59_60"       ,   1,      1537.1,       128.3,         0.0,         0.0,         0.0,         0.0
"Line.LINE_59_60"       ,   2,     -1537.1,      -128.2
"Line.LINE_59_62"       ,   1,      2277.6,       190.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_59_62"       ,   2,     -2277.5,      -190.0
"Line.LINE_60_61"       ,   1,       642.1,        53.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_60_61"       ,   2,      -642.1,       -53.6
"Line.LINE_62_63"       ,   1,      1394.6,       116.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_62_63"       ,   2,     -1394.6,      -116.4
"Line.LINE_63_64"       ,   1,       551.8,        46.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_63_64"       ,   2,      -551.8,       -46.0
"Line.LINE_65_66"       ,   1,      1340.3,       111.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_65_66"       ,   2,     -1340.3,      -111.8
"Line.LINE_65_68"       ,   1,      9403.6,       818.3,      1242.0,       108.1,         0.0,         0.0
"Line.LINE_65_68"       ,   2,     -9403.0,      -817.7
"Line.LINE_66_67"       ,   1,       704.3,        58.8,         0.0,         0.0,         0.0,         0.0
"Line.LINE_66_67"       ,   2,      -704.3,       -58.8
"Line.LINE_68_69"       ,   1,       411.3,        34.3,         0.0,         0.0,         0.0,         0.0
"Line.LINE_68_69"       ,   2,      -411.3,       -34.3
"Line.LINE_68_70"       ,   1,      8991.7,       783.3,       830.8,        72.4,         0.0,         0.0
"Line.LINE_68_70"       ,   2,     -8991.1,      -782.8
"Line.LINE_70_71"       ,   1,      1175.5,        98.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_70_71"       ,   2,     -1175.4,       -98.1
"Line.LINE_70_72"       ,   1,       912.7,        76.2,         0.0,         0.0,         0.0,         0.0
"Line.LINE_70_72"       ,   2,      -912.7,       -76.1
"Line.LINE_70_73"       ,   1,      6903.0,       608.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_70_73"       ,   2,     -6902.7,      -608.2
"Line.LINE_73_74"       ,   1,       732.1,        61.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_73_74"       ,   2,      -732.1,       -61.1
"Line.LINE_73_75"       ,   1,      6170.6,       547.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_73_75"       ,   2,     -6170.3,      -546.9
"Line.LINE_75_76"       ,   1,      4606.1,       416.3,         0.0,         0.0,         0.0,         0.0
"Line.LINE_75_76"       ,   2,     -4606.0,      -416.2
"Line.LINE_75_80"       ,   1,      1564.2,       130.5,         0.0,         0.0,         0.0,         0.0
"Line.LINE_75_80"       ,   2,     -1564.2,      -130.5
"Line.LINE_76_77"       ,   1,      1066.8,        89.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_76_77"       ,   2,     -1066.8,       -89.0
"Line.LINE_76_79"       ,   1,       896.1,       106.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_76_79"       ,   2,      -896.1,      -106.6
"Line.LINE_77_78"       ,   1,      1066.8,        89.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_77_78"       ,   2,     -1066.8,       -89.0
"Line.LINE_80_81"       ,   1,       421.1,        35.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_80_81"       ,   2,      -421.1,       -35.1
"Line.LINE_80_82"       ,   1,      1143.1,        95.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_80_82"       ,   2,     -1143.1,       -95.4
"Line.LINE_82_83"       ,   1,      1143.1,        95.4,         0.0,         0.0,         0.0,         0.0
"Line.LINE_82_83"       ,   2,     -1143.1,       -95.4
"Line.LINE_82_84"       ,   1,       882.4,        73.6,         0.0,         0.0,         0.0,         0.0
"Line.LINE_82_84"       ,   2,      -882.3,       -73.6
"Line.LINE_84_85"       ,   1,       240.6,        20.1,         0.0,         0.0,         0.0,         0.0
"Line.LINE_84_85"       ,   2,      -240.6,       -20.1
"Line.LINE_84_86"       ,   1,       641.7,        53.5,         0.0,         0.0,         0.0,         0.0
"Line.LINE_84_86"       ,   2,      -641.7,       -53.5
"Line.LINE_10_41"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_10_41"       ,   2,         0.0,        -0.0
"Line.LINE_24_52"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_24_52"       ,   2,         0.0,        -0.0
"Line.LINE_52_70"       ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_52_70"       ,   2,         0.0,        -0.0
"Line.LINE_37_63"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_37_63"       ,   2,         0.0,        -0.0
"Line.LINE_63_84"       ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.LINE_63_84"       ,   2,         0.0,        -0.0
"Transformer.HOMS"      ,   1,      5667.3,       458.4,         0.0,         0.0,         0.0,         0.0
"Transformer.HOMS"      ,   2,     -5600.0,         0.0
"Transformer.UMED"      ,   1,      4048.1,       327.4,         0.0,         0.0,         0.0,         0.0
"Transformer.UMED"      ,   2,     -4000.0,         0.0
"Transformer.VOLG"      ,   1,     44227.0,      8611.6,      4739.8,       922.9,         0.0,         0.0
"Transformer.VOLG"      ,   2,    -43562.6,     -3707.6
"Transformer.VOLG_102"  ,   1,      8058.1,       672.4,         0.0,         0.0,         0.0,         0.0
"Transformer.VOLG_102"  ,   2,     -7918.2,         0.0
"Transformer.VOLG_103"  ,   1,      8058.1,       672.4,         0.0,         0.0,         0.0,         0.0
"Transformer.VOLG_103"  ,   2,     -7918.2,         0.0
"Transformer.TRT_1"     ,   1,        60.4,         5.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_1"     ,   2,       -59.3,         0.0
"Transformer.TRT_2"     ,   1,       352.1,        29.4,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_2"     ,   2,      -346.0,         0.0
"Transformer.TRT_3"     ,   1,       708.0,        59.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_3"     ,   2,      -695.7,         0.0
"Transformer.TRT_4"     ,   1,       573.2,        47.8,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_4"     ,   2,      -563.2,         0.0
"Transformer.TRT_5"     ,   1,       543.0,        45.3,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_5"     ,   2,      -533.6,         0.0
"Transformer.TRT_6"     ,   1,       402.2,        33.6,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_6"     ,   2,      -395.2,         0.0
"Transformer.TRT_7"     ,   1,      1196.5,        99.8,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_7"     ,   2,     -1175.7,         0.0
"Transformer.TRT_8"     ,   1,       573.1,        47.8,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_8"     ,   2,      -563.2,         0.0
"Transformer.TRT_9"     ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_9"     ,   2,         0.0,         0.0
"Transformer.TRT_10"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_10"    ,   2,         0.0,         0.0
"Transformer.TRT_11"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_11"    ,   2,         0.0,         0.0
"Transformer.TRT_12"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_12"    ,   2,         0.0,         0.0
"Transformer.TRT_13"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_13"    ,   2,         0.0,         0.0
"Transformer.TRT_14"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_14"    ,   2,         0.0,         0.0
"Transformer.TRT_15"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_15"    ,   2,         0.0,         0.0
"Transformer.TRT_16"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_16"    ,   2,         0.0,         0.0
"Transformer.TRT_17"    ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_17"    ,   2,         0.0,         0.0
"Transformer.TRT_18"    ,   1,      1397.3,       116.6,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_18"    ,   2,     -1373.0,         0.0
"Transformer.TRT_19"    ,   1,       381.9,        31.9,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_19"    ,   2,      -375.2,         0.0
"Transformer.TRT_20"    ,   1,       221.1,        18.4,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_20"    ,   2,      -217.2,         0.0
"Transformer.TRT_21"    ,   1,       269.1,        22.5,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_21"    ,   2,      -264.5,         0.0
"Transformer.TRT_22"    ,   1,       592.5,        49.4,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_22"    ,   2,      -582.2,         0.0
"Transformer.TRT_23"    ,   1,       863.6,        72.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_23"    ,   2,      -848.6,         0.0
"Transformer.TRT_24"    ,   1,      1385.4,       115.6,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_24"    ,   2,     -1361.4,         0.0
"Transformer.TRT_25"    ,   1,      1906.8,       159.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_25"    ,   2,     -1873.8,         0.0
"Transformer.TRT_26"    ,   1,       381.4,        31.8,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_26"    ,   2,      -374.7,         0.0
"Transformer.TRT_27"    ,   1,      1037.7,        86.6,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_27"    ,   2,     -1019.7,         0.0
"Transformer.TRT_28"    ,   1,       895.0,        74.7,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_28"    ,   2,      -879.4,         0.0
"Transformer.TRT_29"    ,   1,       642.1,        53.6,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_29"    ,   2,      -631.0,         0.0
"Transformer.TRT_30"    ,   1,       882.9,        73.7,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_30"    ,   2,      -867.6,         0.0
"Transformer.TRT_31"    ,   1,       842.8,        70.3,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_31"    ,   2,      -828.2,         0.0
"Transformer.TRT_32"    ,   1,       551.8,        46.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_32"    ,   2,      -542.2,         0.0
"Transformer.TRT_33"    ,   1,       636.0,        53.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_33"    ,   2,      -625.0,         0.0
"Transformer.TRT_34"    ,   1,       704.3,        58.8,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_34"    ,   2,      -692.0,         0.0
"Transformer.TRT_35"    ,   1,       411.3,        34.3,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_35"    ,   2,      -404.1,         0.0
"Transformer.TRT_36"    ,   1,      1175.4,        98.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_36"    ,   2,     -1155.0,         0.0
"Transformer.TRT_37"    ,   1,       912.7,        76.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_37"    ,   2,      -896.8,         0.0
"Transformer.TRT_38"    ,   1,       732.1,        61.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_38"    ,   2,      -719.4,         0.0
"Transformer.TRT_39"    ,   1,      2643.0,       220.5,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_39"    ,   2,     -2597.2,         0.0
"Transformer.TRT_40"    ,   1,      1066.8,        89.0,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_40"    ,   2,     -1048.3,         0.0
"Transformer.TRT_41"    ,   1,       896.1,       106.6,       149.0,        17.7,         0.0,         0.0
"Transformer.TRT_41"    ,   2,      -874.4,         0.0
"Transformer.TRT_42"    ,   1,       421.1,        35.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_42"    ,   2,      -413.8,         0.0
"Transformer.TRT_43"    ,   1,       260.7,        21.7,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_43"    ,   2,      -256.2,         0.0
"Transformer.TRT_44"    ,   1,       240.6,        20.1,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_44"    ,   2,      -236.5,         0.0
"Transformer.TRT_45"    ,   1,       641.7,        53.5,         0.0,         0.0,         0.0,         0.0
"Transformer.TRT_45"    ,   2,      -630.6,         0.0
"Load.LOAD_LV_TRT1"     ,   1,        59.3,        -0.0
"Load.LOAD_LV_TRT2"     ,   1,       346.0,        -0.0
"Load.LOAD_LV_TRT3"     ,   1,       695.7,        -0.0
"Load.LOAD_LV_TRT4"     ,   1,       563.2,        -0.0
"Load.LOAD_LV_TRT5"     ,   1,       533.6,        -0.0
"Load.LOAD_LV_TRT6"     ,   1,       395.2,        -0.0
"Load.LOAD_LV_TRT7"     ,   1,      1175.7,        -0.0
"Load.LOAD_LV_TRT8"     ,   1,       563.2,        -0.0
"Load.LOAD_LV_TRT9"     ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT10"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT11"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT12"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT13"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT14"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT15"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT16"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT17"    ,   1,         0.0,         0.0
"Load.LOAD_LV_TRT18"    ,   1,      1373.0,        -0.0
"Load.LOAD_LV_TRT19"    ,   1,       375.2,        -0.0
"Load.LOAD_LV_TRT20"    ,   1,       217.2,        -0.0
"Load.LOAD_LV_TRT21"    ,   1,       264.5,        -0.0
"Load.LOAD_LV_TRT22"    ,   1,       582.2,        -0.0
"Load.LOAD_LV_TRT23"    ,   1,       848.6,        -0.0
"Load.LOAD_LV_TRT24"    ,   1,      1361.4,        -0.0
"Load.LOAD_LV_TRT25"    ,   1,      1873.8,        -0.0
"Load.LOAD_LV_TRT26"    ,   1,       374.7,        -0.0
"Load.LOAD_LV_TRT27"    ,   1,      1019.7,        -0.0
"Load.LOAD_LV_TRT28"    ,   1,       879.4,        -0.0
"Load.LOAD_LV_TRT29"    ,   1,       631.0,        -0.0
"Load.LOAD_LV_TRT30"    ,   1,       867.6,        -0.0
"Load.LOAD_LV_TRT31"    ,   1,       828.2,        -0.0
"Load.LOAD_LV_TRT32"    ,   1,       542.2,        -0.0
"Load.LOAD_LV_TRT33"    ,   1,       625.0,        -0.0
"Load.LOAD_LV_TRT34"    ,   1,       692.0,        -0.0
"Load.LOAD_LV_TRT35"    ,   1,       404.1,        -0.0
"Load.LOAD_LV_TRT36"    ,   1,      1155.0,        -0.0
"Load.LOAD_LV_TRT37"    ,   1,       896.8,        -0.0
"Load.LOAD_LV_TRT38"    ,   1,       719.4,        -0.0
"Load.LOAD_LV_TRT39"    ,   1,      2597.2,        -0.0
"Load.LOAD_LV_TRT40"    ,   1,      1048.3,        -0.0
"Load.LOAD_LV_TRT41"    ,   1,       874.4,        -0.0
"Load.LOAD_LV_TRT42"    ,   1,       413.8,        -0.0
"Load.LOAD_LV_TRT43"    ,   1,       256.2,        -0.0
"Load.LOAD_LV_TRT44"    ,   1,       236.5,        -0.0
"Load.LOAD_LV_TRT45"    ,   1,       630.6,        -0.0
"Load.LOAD_LV_TRTVOLG102",   1,      7918.2,        -0.0
"Load.LOAD_LV_TRTVOLG103",   1,      7918.2,        -0.0
"Load.LOAD_MV_HOMS"     ,   1,      5600.0,        -0.0
"Load.LOAD_MV_UMED"     ,   1,      4000.0,        -0.0
